-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1,2,15,4,5,6,6,7,8,9,10,11,12,13,14,3,16,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,20,21,22,23,24,-1,-1,-1,25,26,27,28,29,-1,-1,-1,-1
-1,-1,-1,-1,40,41,42,43,44,-1,-1,-1,45,46,47,48,49,-1,-1,-1,-1
-1,-1,60,60,-1,-1,61,61,-1,-1,-1,-1,-1,62,62,-1,-1,63,63,-1,-1
-1,-1,60,60,-1,-1,61,61,-1,-1,-1,-1,-1,62,62,-1,-1,63,63,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,64,64,-1,-1,65,65,-1,-1,-1,-1,-1,66,66,-1,-1,67,67,-1,-1
-1,-1,64,64,-1,-1,65,65,-1,-1,-1,-1,-1,66,66,-1,-1,67,67,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
